,Unnamed: 0,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Y,Sex_F,Sex_I,Sex_M
2424,2424,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6,False,False,True
2425,2425,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13,False,True,False
2426,2426,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14,False,True,False
2427,2427,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,False,False,True
2428,2428,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,True,False,False
2429,2429,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9,False,False,True
2430,2430,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,False,True,False
2432,2432,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11,True,False,False
2433,2433,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16,True,False,False
2434,2434,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16,False,True,False
2435,2435,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14,True,False,False
2437,2437,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9,False,True,False
2438,2438,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16,True,False,False
2439,2439,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9,True,False,False
2440,2440,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,False,False,True
2441,2441,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10,False,False,True
2442,2442,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9,False,False,True
2443,2443,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11,True,False,False
2444,2444,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,False,False,True
2445,2445,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12,False,False,True
2446,2446,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,True,False,False
2447,2447,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6,False,True,False
2448,2448,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,True,False,False
2449,2449,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9,True,False,False
2450,2450,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10,True,False,False
2451,2451,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10,False,False,True
2452,2452,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,False,False,True
2453,2453,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,False,True,False
2454,2454,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5,False,True,False
2455,2455,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,False,True,False
2456,2456,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5,False,True,False
2457,2457,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,False,True,False
2460,2460,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14,False,False,True
2461,2461,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13,True,False,False
2462,2462,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,False,False,True
2464,2464,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,True,False,False
2465,2465,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11,False,False,True
2466,2466,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,False,False,True
2467,2467,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16,False,False,True
2468,2468,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8,True,False,False
2469,2469,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,False,False,True
2470,2470,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11,False,False,True
2472,2472,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,False,False,True
2473,2473,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,True,False,False
2474,2474,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,False,False,True
2475,2475,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,True,False,False
2477,2477,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,False,False,True
2478,2478,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,True,False,False
2479,2479,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,True,False,False
2480,2480,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,True,False,False
2481,2481,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8,False,False,True
2482,2482,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12,False,False,True
2483,2483,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14,True,False,False
2484,2484,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14,False,False,True
2485,2485,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,False,True,False
2486,2486,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13,True,False,False
2487,2487,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,True,False,False
2488,2488,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14,False,False,True
2489,2489,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,False,False,True
2490,2490,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7,False,False,True
2491,2491,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,True,False,False
2492,2492,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11,True,False,False
2493,2493,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8,False,True,False
2494,2494,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,False,False,True
2495,2495,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12,False,False,True
2496,2496,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15,True,False,False
2497,2497,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12,False,False,True
2498,2498,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15,False,False,True
2500,2500,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12,True,False,False
2501,2501,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,True,False,False
2502,2502,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,False,True,False
2503,2503,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6,False,True,False
2504,2504,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,False,True,False
2505,2505,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,False,True,False
2506,2506,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,False,True,False
2507,2507,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,False,True,False
2508,2508,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,False,True,False
2509,2509,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6,False,True,False
2510,2510,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,False,True,False
2511,2511,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,False,True,False
2512,2512,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,False,False,True
2513,2513,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8,True,False,False
2514,2514,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,False,True,False
2515,2515,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,True,False,False
2516,2516,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,False,True,False
2517,2517,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,False,False,True
2518,2518,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,False,False,True
2519,2519,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,False,True,False
2520,2520,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,False,False,True
2521,2521,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,False,False,True
2522,2522,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,False,False,True
2523,2523,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,True,False,False
2524,2524,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,False,False,True
2525,2525,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,False,False,True
2526,2526,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,False,False,True
2527,2527,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,False,False,True
2528,2528,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,True,False,False
2529,2529,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,True,False,False
2530,2530,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,True,False,False
2531,2531,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10,False,False,True
2532,2532,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,True,False,False
2533,2533,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,False,False,True
2534,2534,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12,False,False,True
2535,2535,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,True,False,False
2536,2536,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,True,False,False
2537,2537,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11,False,True,False
2538,2538,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,False,False,True
2539,2539,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,True,False,False
2540,2540,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13,True,False,False
2541,2541,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,True,False,False
2542,2542,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,True,False,False
2543,2543,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,True,False,False
2544,2544,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,True,False,False
2547,2547,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,False,True,False
2549,2549,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,False,True,False
2550,2550,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,False,True,False
2551,2551,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,False,True,False
2552,2552,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6,False,True,False
2553,2553,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,False,True,False
2554,2554,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,False,True,False
2555,2555,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,False,True,False
2556,2556,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,False,True,False
2557,2557,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,False,True,False
2558,2558,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6,False,True,False
2559,2559,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,False,True,False
2560,2560,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,False,True,False
2561,2561,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,False,True,False
2562,2562,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,False,True,False
2563,2563,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,False,True,False
2564,2564,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6,False,True,False
2565,2565,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8,False,True,False
2566,2566,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,True,False,False
2567,2567,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,True,False,False
2568,2568,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,False,True,False
2569,2569,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,False,True,False
2570,2570,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,False,True,False
2571,2571,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,False,False,True
2572,2572,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,False,True,False
2573,2573,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,False,True,False
2574,2574,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8,False,False,True
2575,2575,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,False,False,True
2576,2576,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7,False,True,False
2577,2577,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,False,True,False
2578,2578,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9,False,False,True
2579,2579,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,False,False,True
2580,2580,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,False,False,True
2581,2581,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,True,False,False
2582,2582,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6,False,False,True
2583,2583,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8,True,False,False
2584,2584,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,False,False,True
2585,2585,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8,True,False,False
2586,2586,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7,True,False,False
2587,2587,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9,True,False,False
2588,2588,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8,True,False,False
2589,2589,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7,False,False,True
2590,2590,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,True,False,False
2591,2591,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8,True,False,False
2592,2592,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,False,False,True
2593,2593,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9,True,False,False
2594,2594,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,True,False,False
2595,2595,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11,True,False,False
2596,2596,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8,True,False,False
2597,2597,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8,True,False,False
2598,2598,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9,False,False,True
2599,2599,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8,False,False,True
2600,2600,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10,True,False,False
2601,2601,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,True,False,False
2602,2602,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8,False,False,True
2603,2603,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9,True,False,False
2604,2604,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10,True,False,False
2605,2605,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9,True,False,False
2606,2606,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10,False,False,True
2607,2607,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9,True,False,False
2608,2608,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8,True,False,False
2609,2609,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11,True,False,False
2610,2610,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,True,False,False
2611,2611,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8,False,False,True
2612,2612,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,True,False,False
2613,2613,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,True,False,False
2614,2614,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9,False,False,True
2615,2615,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12,False,False,True
2616,2616,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,True,False,False
2617,2617,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9,False,False,True
2618,2618,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13,True,False,False
2619,2619,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8,False,False,True
2620,2620,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10,True,False,False
2621,2621,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12,False,False,True
2622,2622,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13,True,False,False
2623,2623,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10,True,False,False
2624,2624,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12,False,False,True
2625,2625,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10,False,False,True
2627,2627,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5,False,True,False
2628,2628,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5,False,True,False
2629,2629,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6,False,True,False
2630,2630,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6,False,True,False
2631,2631,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6,False,True,False
2632,2632,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8,False,True,False
2633,2633,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6,False,True,False
2634,2634,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7,False,True,False
2635,2635,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7,False,True,False
2636,2636,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7,False,True,False
2637,2637,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7,False,True,False
2638,2638,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7,False,True,False
2639,2639,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6,False,True,False
2640,2640,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7,False,True,False
2641,2641,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7,False,True,False
2642,2642,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7,False,True,False
2643,2643,0.485,0.375,0.13,0.5535,0.266,0.112,0.157,8,False,True,False
2644,2644,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8,False,True,False
2645,2645,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8,False,False,True
2646,2646,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7,False,True,False
2647,2647,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8,False,True,False
2648,2648,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9,False,False,True
2649,2649,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7,False,False,True
2650,2650,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,8,False,True,False
2651,2651,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8,False,True,False
2652,2652,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9,False,True,False
2653,2653,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9,False,True,False
2654,2654,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9,True,False,False
2655,2655,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7,False,False,True
2656,2656,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7,False,False,True
2657,2657,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9,True,False,False
2658,2658,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8,False,True,False
2659,2659,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8,True,False,False
2660,2660,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8,False,True,False
2661,2661,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9,False,False,True
2662,2662,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,True,False,False
2663,2663,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9,False,False,True
2664,2664,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9,True,False,False
2665,2665,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8,True,False,False
2666,2666,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8,False,False,True
2667,2667,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7,True,False,False
2668,2668,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8,True,False,False
2669,2669,0.59,0.47,0.15,0.861,0.413,0.164,0.249,8,False,False,True
2670,2670,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9,False,False,True
2671,2671,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8,True,False,False
2672,2672,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8,True,False,False
2673,2673,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9,False,False,True
2674,2674,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9,False,False,True
2675,2675,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10,False,False,True
2676,2676,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,True,False,False
2677,2677,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9,True,False,False
2678,2678,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7,False,False,True
2679,2679,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9,True,False,False
2680,2680,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10,False,False,True
2681,2681,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9,False,False,True
2682,2682,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,False,False,True
2683,2683,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11,False,False,True
2684,2684,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9,True,False,False
2685,2685,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10,False,False,True
2686,2686,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11,False,False,True
2687,2687,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10,False,False,True
2688,2688,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8,False,False,True
2689,2689,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9,False,False,True
2690,2690,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9,False,False,True
2691,2691,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9,True,False,False
2692,2692,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9,False,False,True
2693,2693,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9,False,False,True
2694,2694,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10,True,False,False
2695,2695,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9,False,False,True
2696,2696,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9,True,False,False
2697,2697,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10,False,False,True
2698,2698,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,True,False,False
2699,2699,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11,False,False,True
2700,2700,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13,False,False,True
2701,2701,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13,True,False,False
2702,2702,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11,False,False,True
2703,2703,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11,False,False,True
2704,2704,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10,False,False,True
2705,2705,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13,False,False,True
2706,2706,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11,True,False,False
2707,2707,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,False,False,True
2708,2708,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11,False,False,True
2709,2709,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12,True,False,False
2710,2710,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11,False,False,True
2714,2714,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5,False,True,False
2715,2715,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6,False,True,False
2716,2716,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6,False,True,False
2717,2717,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6,False,True,False
2718,2718,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7,False,True,False
2719,2719,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5,False,True,False
2720,2720,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7,False,True,False
2721,2721,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8,False,True,False
2722,2722,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7,False,True,False
2723,2723,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7,False,True,False
2724,2724,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8,False,True,False
2725,2725,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8,False,True,False
2726,2726,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7,False,True,False
2727,2727,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7,False,True,False
2728,2728,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8,False,True,False
2729,2729,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,False,True,False
2730,2730,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6,False,True,False
2731,2731,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8,False,True,False
2732,2732,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8,False,True,False
2733,2733,0.415,0.335,0.1,0.358,0.169,0.067,0.105,7,False,True,False
2734,2734,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8,False,True,False
2735,2735,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8,False,True,False
2736,2736,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7,False,True,False
2737,2737,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9,False,True,False
2738,2738,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8,False,False,True
2739,2739,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7,False,True,False
2740,2740,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8,False,True,False
2741,2741,0.46,0.35,0.1,0.471,0.252,0.077,0.123,8,False,True,False
2742,2742,0.46,0.345,0.105,0.415,0.187,0.087,0.11,8,False,True,False
2743,2743,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7,False,True,False
2744,2744,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11,False,False,True
2745,2745,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8,False,True,False
2746,2746,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8,False,True,False
2747,2747,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10,False,True,False
2748,2748,0.505,0.385,0.125,0.596,0.245,0.097,0.21,9,False,True,False
2749,2749,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9,False,True,False
2750,2750,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8,False,True,False
2751,2751,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9,True,False,False
2752,2752,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,7,False,False,True
2753,2753,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8,False,True,False
2754,2754,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8,False,True,False
2755,2755,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10,True,False,False
2756,2756,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8,False,True,False
